id,sitzung,wahlperiode,in_writing,speaker,speaker_cleaned,speaker_fp,sequence,text,filename,type,speaker_party
2655366,193,17,0,,,,10,Beifall bei der CDU/CSU und der FDP,data/txt/17193.txt,poi,
2655367,193,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,11,"Die Energiewende zu predigen, aber in der praktischen Umsetzung zu blockieren, das kann ich nicht durchgehen lassen.",data/txt/17193.txt,speech,
2655368,193,17,0,,,,12,Beifall bei der CDU/CSU und der FDP,data/txt/17193.txt,poi,
2655369,193,17,0,Gustav Herzog [SPD],Gustav Herzog,gustav-herzog,13,Ihren Unsinn muss man verhindern!,data/txt/17193.txt,poi,spd
2655370,193,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,14,Ich schlage damit eine Brücke zur Städtebauförderung.,data/txt/17193.txt,speech,
2655371,193,17,0,Sören Bartol [SPD],Sören Bartol,soren-bartol,15,"Super, was Sie machen!",data/txt/17193.txt,poi,spd
2655372,193,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,16,"Ein großartiger Erfolg ist ein Programm geworden, das wir im vergangenen Jahr neu aufgenommen haben, das Programm Energetische Stadtsanierung. Es war eine tolle Idee, die von vielen Kommunalpolitikern an mein Haus herangetragen wurde, nicht lauter Einzelhäuser zu sanieren, sondern in den Innenstadtlagen möglichst viele Häuser im Verbund zu sanieren. Wir fördern das mit dem Programm Energetische Stadtsanierung. Im laufenden Jahr haben wir das Programm mit 92 Millionen Euro dotiert, nächstes Jahr stocken wir es auf 100 Millionen Euro auf. Im Übrigen bleibt die Städtebauförderung ein wichtiges Handlungsfeld des Bundes. Die Kommunen können sich darauf verlassen, dass der Bund ein verlässlicher Partner der Städtebauförderung ist und auch bleibt und dass wir die Mittel bei 455 Millionen Euro belassen werden.",data/txt/17193.txt,speech,
2655373,193,17,0,,,,17,Beifall bei der CDU/CSU und der FDP,data/txt/17193.txt,poi,
2655374,193,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,18,"Was mir große Sorgen bereitet, sind die auseinanderlaufenden Entwicklungen im Bereich des Wohnungsbaus. Wir haben auf der einen Seite in strukturschwachen Regionen Leerstand, auf der anderen Seite in Ballungsräumen zunehmend erhebliche Probleme bei der Bereitstellung hinreichenden Wohnraums. Wir haben Probleme mit steigenden Mieten. Ich möchte daran erinnern, dass mit der Föderalismusreform vor fünf Jahren die politische und gesetzgeberische Zuständigkeit für die soziale Wohnraumförderung vom Bund auf die Länder übergegangen ist, und zwar mit ganz klaren Regelungen. So bezahlt der Bund für die Kompensation der Lasten, die dadurch auf die Länder zukommen, 518 Millionen Euro pro Jahr. Das ist aus unserer Sicht gut angelegtes Geld.

Wir verhandeln derzeit darüber, in welchem Umfang und unter welchen Bedingungen ab dem Jahr 2014 diese Förderung durch den Bund weitergeführt wird. Wir stehen zu dieser Verpflichtung. Die Länder brauchen Mittel für diese Aufgabe. Ich füge aber auch ausdrücklich hinzu: Wir müssen auf einer Zweckbindung bestehen. Wir können es nicht hinnehmen, dass die Länder dieses Geld zwar nehmen, aber dann damit verfahren, wie sie wollen, und nur pauschal angeben, dass das Geld für investive Zwecke verwendet wird. Wir müssen sicherstellen, dass diese Mittel zuverlässig zweckgebunden in die soziale Wohnraumförderung fließen.",data/txt/17193.txt,speech,
2655375,193,17,0,,,,19,Beifall bei der CDU/CSU und der FDP,data/txt/17193.txt,poi,
2655376,193,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,20,"Damit komme ich zur Verkehrsinfrastrukturpolitik. Auch diese muss realistisch und nüchtern betrachtet werden. Wir arbeiten derzeit im Rahmen der Vorbereitung des nächsten Bundesverkehrswegeplans an der Verkehrsprognose bis zum Jahr 2030. Wir wissen, dass die Verkehre in allen Bereichen zunehmen werden und müssen deshalb Prioritäten setzen. Es ist sicherlich beachtlich, dass wir für die Investitionen in die Verkehrsinfrastruktur, inklusive Erhalt, Ausbau und Neubau, 10 Milliarden Euro zur Verfügung haben. In diesem Zusammenhang wird immer die Vokabel Verstetigung gebraucht. Aber ich muss an dieser Stelle darauf hinweisen, dass diese wohlklingende Vokabel verschweigt, dass diese 10 Milliarden Euro, auch wenn sie nominal verstetigt sind, real von Jahr zu Jahr entwertet werden, und zwar durch erhebliche Preissteigerungen, die im Baubereich bei etwa 3 Prozent liegen. Das ist eine reale Entwertung von etwa 300 Millionen Euro pro Jahr. Verantwortlich dafür sind immer höhere Standards im Bereich des Umweltschutzes, des Artenschutzes und der Sicherheit.

Ich muss mich mit vielen Zahlen herumschlagen. Auf einige davon will ich genauer eingehen: Wir binden durch laufende Projekte im Straßenbau in den Jahren 2013 bis 2016 Mittel im Umfang von knapp 4,5 Milliarden Euro. Die momentan zur Verfügung stehenden Bedarfsplanmittel haben aber nur eine Höhe von knapp 2,8 Milliarden Euro. Das heißt, es klafft eine Deckungslücke von 1,7 Milliarden Euro, über deren Schließung wir uns alle miteinander Gedanken machen müssen. Ich wiederhole: Das sind die laufenden, im Bau befindlichen Projekte. Daneben haben wir Planfeststellungsbeschlüsse im Bereich des Bundesfernstraßenbaus umzusetzen, für die eine Investitionssumme von 7 Milliarden Euro veranschlagt ist. Das sind gewaltige Herausforderungen.

Ich rede hier über Projekte im Bereich des Aus- und des Neubaus. Was in die Instandhaltung, in den Erhalt, fließen muss, ist mit diesen Mitteln gar nicht abgebildet. Ich sage klipp und klar: Angesichts des Erfordernisses der Prioritätensetzung in diesem Ausmaß muss Instandhaltung vor Neubau gehen.",data/txt/17193.txt,speech,
2655377,193,17,0,,,,21,Beifall bei der CDU/CSU und der FDP,data/txt/17193.txt,poi,
2655378,193,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,22,"Die Substanz unserer Verkehrsinfrastruktur darf nicht infrage gestellt werden, Stichwort Priorisierung. Die Wünsch-dir-was-Politik der letzten zehn, zwölf Jahre unter Vorgängerregierungen können wir so nicht fortsetzen.",data/txt/17193.txt,speech,
2655379,193,17,0,Sven-Christian Kindler [BÜNDNIS 90/DIE GRÜNEN],Sven-Christian Kindler,sven-christian-kindler,23,Aber das machen Sie doch!,data/txt/17193.txt,poi,gruene
2655380,193,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,24,"Ich kämpfe deswegen in den bevorstehenden Haushaltsberatungen für verlässliche Finanzierungsperspektiven. Wir brauchen eine Verstetigung des Infrastrukturbeschleunigungsprogramms, durch das wir im vergangenen Jahr für dieses Jahr und für die Folgejahre 1 Milliarde Euro zusätzlich zur Verfügung gestellt haben.",data/txt/17193.txt,speech,
2655381,193,17,0,,,,25,Beifall bei der CDU/CSU und der FDP,data/txt/17193.txt,poi,
2655382,193,17,0,Sven-Christian Kindler [BÜNDNIS 90/DIE GRÜNEN],Sven-Christian Kindler,sven-christian-kindler,26,Das löst das Grundproblem nicht!,data/txt/17193.txt,poi,gruene
2655383,193,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,27,"Noch eine Bemerkung zum Flughafenbau in Berlin. Ich glaube, das wird von mir an dieser Stelle erwartet. Der Bund ist mit 26 Prozent am neuen Hauptstadtflughafen beteiligt. Jeweils 37 Prozent entfallen auf die Länder Berlin und Brandenburg; sie sind damit Mehrheitseigner. Der Bund stellt von 15 Aufsichtsräten 2. Die weiteren 13 verteilen sich auf die Länder Berlin und Brandenburg sowie auf die Arbeitnehmerseite. Ich sage das, um einmal klarzustellen, wie die Aufsichtsaufgaben verteilt sind.

Vielen Dank an den Ausschuss für Verkehr, Bau und Stadtentwicklung. Dieser Ausschuss hat sich vorgestern ein Bild an Ort und Stelle gemacht. Einmal sehen ist besser als hundertmal hören, lautet ein chinesisches Sprichwort. Ich möchte klarstellen: Der Bund steht hinter dem Projekt des Hauptstadtflughafens. Wir können und dürfen dieses Projekt selbstverständlich nicht an die Wand fahren lassen. Der Bund unterschreibt allerdings auch keine Blankoschecks; das darf es ebenfalls nicht geben.",data/txt/17193.txt,speech,
2655384,193,17,0,,,,28,Beifall bei der CDU/CSU und der FDP,data/txt/17193.txt,poi,
2655385,193,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,29,"Deswegen sind wir über erforderliche Konsequenzen mit den anderen Gesellschaftern laufend im Gespräch.

Der neue Technikchef, den wir bestellt haben, hat jedenfalls einen imposanten und guten Start hingelegt und genießt unser vollstes Vertrauen. Im Übrigen müssen die Verantwortlichkeiten für die Entwicklungen in der Vergangenheit ganz genau geklärt werden. Wir müssen dieses Projekt jetzt zügig zum Erfolg führen. Mein Ministerium hat mit der Einrichtung einer Sonderkommission Flughafen BER die entsprechende Vorkehrung geschaffen, um alles sicherzustellen, was in diesem Zusammenhang Obliegenheiten des Bundes sind. Die SoKo BER arbeitet ausgesprochen erfolgreich.

Meine Damen und Herren, ich bin überzeugt: Wenn dieser Flughafen in Betrieb sein wird, dann wird das ein Flughafen sein, der weltweit Maßstäbe setzt und Beachtung findet.

Herzlichen Dank.",data/txt/17193.txt,speech,
2655386,193,17,0,,,,30,Beifall bei der CDU/CSU und der FDP,data/txt/17193.txt,poi,
2655387,193,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,31,,data/txt/17193.txt,speech,
2655388,193,17,0,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,32,Nächster Redner ist der Kollege Florian Pronold für die SPD-Fraktion.,data/txt/17193.txt,chair,
2655389,193,17,0,,,,33,Beifall bei der SPD,data/txt/17193.txt,poi,
2655390,193,17,0,Uwe Beckmeyer [SPD],Uwe Beckmeyer,uwe-beckmeyer,34,Jetzt ein bisschen flotter als der Minister!,data/txt/17193.txt,poi,spd
2655391,193,17,0,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,35,,data/txt/17193.txt,chair,
2655392,193,17,0,Florian Pronold (SPD),Florian Pronold,florian-pronold,36,"Sehr geehrter Herr Präsident! Liebe Kolleginnen und Kollegen! Das ist der letzte Bundeshaushalt im Bereich Verkehr, den dieser Minister verantworten wird, und das ist gut so.",data/txt/17193.txt,speech,spd
2655393,193,17,0,,,,37,Beifall bei der SPD sowie bei Abgeordneten des BÜNDNISSES 90/DIE GRÜNEN,data/txt/17193.txt,poi,
2655394,193,17,0,Florian Pronold (SPD),Florian Pronold,florian-pronold,38,"Drei Jahre lang war Zeit, die großen und vollmundigen Ankündigungen und Versprechen, die am Anfang der Wahlperiode gemacht worden sind, in die Tat umzusetzen. Außer Ankündigungen ist nichts dabei herausgekommen. Erinnern wir uns an die erste Rede, die Herr Ramsauer in diesem Haus als Bundesverkehrsminister gehalten hat. Das große Thema lautete: Jeder Zuwachs im Güterverkehr soll auf die Schiene verlagert werden. Was ist die Bilanz nach dieser vollmundigen Ankündigung? Was ist aus der Verpflichtung im Koalitionsvertrag geworden, die Hinterlandhäfenanbindung hinzubekommen?",data/txt/17193.txt,speech,spd
2655395,193,17,0,Uwe Beckmeyer [SPD],Uwe Beckmeyer,uwe-beckmeyer,39,Spielzeug-eisenbahn!,data/txt/17193.txt,poi,spd
2655396,193,17,0,Florian Pronold (SPD),Florian Pronold,florian-pronold,40,"Nichts. All das ist beerdigt worden. Von 1 Milliarde Euro an Sondermitteln im Verkehrshaushalt gehen gerade einmal 100 Millionen Euro in den Bereich der Schienen. Es gab aber keine Initiative, um Güterverkehr tatsächlich von der Straße auf die Schiene zu verlagern. Im Gegenteil, die Mittel für kombinierte Verkehre sind im Haushalt noch gekürzt worden. Die Bilanz: versprochen - gebrochen.",data/txt/17193.txt,speech,spd
2655397,193,17,0,,,,41,Beifall bei der SPD,data/txt/17193.txt,poi,
2655398,193,17,0,Patrick Döring [FDP],Patrick Döring,patrick-doring,42,Wir kürzen Subventionen!,data/txt/17193.txt,poi,fdp
2655399,193,17,0,Florian Pronold (SPD),Florian Pronold,florian-pronold,43,"Wie oft haben wir hier darüber diskutiert, was die Menschen zum Beispiel an der Rheintalbahn bewegt? Die Lärmbelastung ist dort in vielen Bereichen unerträglich. Im Koalitionsvertrag von Schwarz-Gelb steht: Der Schienenbonus bei der Bahn wird aufgehoben. Was ist gemacht worden? Nichts. Versprochen - gebrochen.",data/txt/17193.txt,speech,spd
2655400,193,17,0,Uwe Beckmeyer [SPD],Uwe Beckmeyer,uwe-beckmeyer,44,Gar nichts!,data/txt/17193.txt,poi,spd
2655401,193,17,0,Florian Pronold (SPD),Florian Pronold,florian-pronold,45,"Herr Ramsauer, ich hätte mir gewünscht, dass Sie zumindest auf europäischer Ebene ein paar Initiativen ergriffen hätten. So viel Geld kostet es nicht, alle Güterwagen umzurüsten. Ich hätte mir gewünscht, dass Sie so mutig gewesen wären wie die Schweizer, die darüber nachdenken, ab 2019 einfach ein Durchfahrtverbot für die besonders lauten Güterverkehre zu verhängen. Damit würde man den Menschen wirklich helfen. Durch Ihre Ankündigungen aber gibt es keinen Lärmschutz. Sie sind vielmehr Lärm und damit eine Belästigung für die Menschen, die vor Ort betroffen sind.",data/txt/17193.txt,speech,spd
2655402,193,17,0,,,,46,Beifall bei der SPD,data/txt/17193.txt,poi,
2655403,193,17,0,Uwe Beckmeyer [SPD],Uwe Beckmeyer,uwe-beckmeyer,47,Er ist noch langsamer als die Schweizer!,data/txt/17193.txt,poi,spd
2655404,193,17,0,Florian Pronold (SPD),Florian Pronold,florian-pronold,48,"Im Koalitionsvertrag steht, dass von der Koalition in der ersten Hälfte der Legislaturperiode über die Höhe der Finanzausstattung für die ehemalige Gemeindeverkehrsfinanzierung entschieden wird, die auslaufen soll und die wir in der Übergangsperiode neu regeln müssen. Die Hälfte dieser Zeit ist schon vorbei, und nichts wurde entschieden: Angekündigt, versprochen und nicht gehalten.

Es sollte mehr Geld in die jeweiligen Verkehrsträger fließen. Es sollte verkehrsträgereigene Finanzierungskreisläufe geben. Das war die große Ankündigung. Was ist passiert? Ja, Sie haben die Einnahmen aus der Lkw-Maut tatsächlich in den Bereich Straße fließen lassen. Aber steht jetzt mehr Geld für den Straßenbau zur Verfügung? Nein, denn andere Mittel wurden gekürzt.",data/txt/17193.txt,speech,spd
2655405,193,17,0,Christian Lange [Backnang] [SPD],Christian Lange,christian-lange,49,So ist es!,data/txt/17193.txt,poi,spd
2655406,193,17,0,Florian Pronold (SPD),Florian Pronold,florian-pronold,50,"Sie beklagen zu Recht, dass die geringen Mittel, die durch den letzten Haushalt zusätzlich zur Verfügung standen, nur ein wenig Luft zum Luftschnappen brachten, jedoch nicht genug Luft zum Atmen. Ich frage Sie: Was sind Sie für ein Minister, wenn Sie zulassen, dass aus dem Verkehrsbereich Milliarden eingesammelt werden, die diesem aber nicht zugutekommen? Die Luftverkehrsabgabe beträgt jährlich 1 Milliarde Euro, und es gibt eine jährliche Zwangsdividende der Bahn von 500 Millionen Euro. Davon fließen 270 Millionen Euro wieder zurück.",data/txt/17193.txt,speech,spd
2655407,193,17,0,Zuruf von der FDP,von der FDP,von-der-fdp,51,Was ist denn eine Zwangsdividende?,data/txt/17193.txt,poi,fdp
2655408,193,17,0,Florian Pronold (SPD),Florian Pronold,florian-pronold,52,"Aus dem Verkehrsbereich werden also 1,2 Milliarden Euro eingesammelt, die jedoch nicht die Investitionslinie erhöhen. Das ist doch ein Armutszeugnis.",data/txt/17193.txt,speech,spd
2655409,193,17,0,,,,53,Beifall bei der SPD sowie bei Abgeordneten des BÜNDNISSES 90/DIE GRÜNEN,data/txt/17193.txt,poi,
2655410,193,17,0,Florian Pronold (SPD),Florian Pronold,florian-pronold,54,"Gleichzeitig beklagen Sie, dass zu wenig Geld vorhanden ist. Dabei haben Sie Mehrwertsteuergeschenke für die Hoteliers und Milliarden für ein unsinniges Betreuungsgeld in den Haushalt eingestellt. Das ist die Wahrheit. Nun stellen Sie sich hier hin und jammern. Das ist doch lächerlich.",data/txt/17193.txt,speech,spd
2655411,193,17,0,,,,55,Beifall bei der SPD,data/txt/17193.txt,poi,
2655412,193,17,0,Florian Pronold (SPD),Florian Pronold,florian-pronold,56,"Und dann gibt es wieder große Ankündigungen. Erst in der letzten Woche hörten wir etwas zum Bundesradwegeplan. Der war wirklich toll. Darin stehen viele vernünftige Sachen. Das einzige Problem dabei ist jedoch der Haushalt. In diesem Bereich wird nämlich gekürzt: von 100 Millionen Euro unter Rot-Grün auf nunmehr 60 Millionen Euro. Das ist fast eine Halbierung. Was helfen große Ankündigungen, wenn sie nicht mit Geld hinterlegt sind?

Das ist ähnlich wie bei der tollen Reform des Verkehrssünderregisters, die Sie gemacht haben. Dort gibt es diese schöne anschauliche Ampel. Sie haben tolle Flugblätter gedruckt, und es ist ein ADAC-Sonderheft für Sie herausgekommen. Auch hier ist nach der Ankündigung nichts übrig geblieben.",data/txt/17193.txt,speech,spd
2655413,193,17,0,Patrick Döring [FDP],Patrick Döring,patrick-doring,57,Alles nur Neid!,data/txt/17193.txt,poi,fdp
2655414,193,17,0,Florian Pronold (SPD),Florian Pronold,florian-pronold,58,"Versprochen - gebrochen, Herr Ramsauer. Das ist die Bilanz Ihrer bisherigen Regierungstätigkeit.",data/txt/17193.txt,speech,spd
2655415,193,17,0,,,,59,Beifall bei der SPD,data/txt/17193.txt,poi,
2655416,193,17,0,Sebastian Körber [FDP],Sebastian Körber,sebastian-korber,60,Was sind denn Ihre Vorschläge?,data/txt/17193.txt,poi,fdp
2655417,193,17,0,Florian Pronold (SPD),Florian Pronold,florian-pronold,61,"Was die Priorisierung angeht, die angesichts der knappen Finanzmittel notwendig ist, ziehe ich in Bezug auf Ihr bisheriges Regierungshandeln folgendes Fazit: Der Bau einer Autobahn ist doch niemals nach objektiven Kriterien bewertet worden. Sie haben den Bundesverkehrswegeplan nicht wirklich überarbeitet. Sie haben nicht überlegt, wo es Knoten oder Engstellen gibt, die man beheben muss. Das einzige Kriterium war: Führt die Autobahn durch den Wahlkreis des Bundesministers? Das war die einzige Priorität, nach der Sie Ihre Verkehrspolitik ausgerichtet haben!",data/txt/17193.txt,speech,spd
2655418,193,17,0,,,,62,Heiterkeit und Beifall bei der SPD,data/txt/17193.txt,poi,
2655419,193,17,0,Sebastian Körber [FDP],Sebastian Körber,sebastian-korber,63,Das hat die SPD verschlafen!,data/txt/17193.txt,poi,fdp
2655420,193,17,0,Florian Pronold (SPD),Florian Pronold,florian-pronold,64,"Sie haben Ihre Rede mit der Bemerkung eingeleitet, dass Ihr Ministerium eigentlich die entscheidende Rolle spielt, wenn es darum geht, wie die Energiewende gestaltet werden soll. Zur Energiewende gehört die Einsparung, und die größten Einsparpotenziale liegen in den Bereichen Verkehr und Gebäude.",data/txt/17193.txt,speech,spd
2655421,193,17,0,Stephan Kühn [BÜNDNIS 90/DIE GRÜNEN],Stephan Kühn,stephan-kuhn,65,Stimmen Sie zu im Bundesrat!,data/txt/17193.txt,poi,gruene
2655422,193,17,0,Florian Pronold (SPD),Florian Pronold,florian-pronold,66,70 Prozent des Einsparpotenzials liegen in diesem Bereich. Was passiert?,data/txt/17193.txt,speech,spd
2655423,193,17,0,Patrick Döring [FDP],Patrick Döring,patrick-doring,67,Ganz einfach! Sache des Bundesrates! Sie müssen Ihre Blockade aufgeben!,data/txt/17193.txt,poi,fdp
2655424,193,17,0,Florian Pronold (SPD),Florian Pronold,florian-pronold,68,"- Rufen Sie nicht dazwischen, stellen Sie mir eine Zwischenfrage,",data/txt/17193.txt,speech,spd
2655425,193,17,0,Patrick Döring [FDP],Patrick Döring,patrick-doring,69,Ich denke nicht daran!,data/txt/17193.txt,poi,fdp
2655426,193,17,0,Florian Pronold (SPD),Florian Pronold,florian-pronold,70,dann kann ich Ihre Fragen ordentlich beantworten.,data/txt/17193.txt,speech,spd
2655427,193,17,0,,,,71,Beifall bei der SPD,data/txt/17193.txt,poi,
2655428,193,17,0,Patrick Döring [FDP],Patrick Döring,patrick-doring,72,"Wenn Sie bei der Wahrheit bleiben, dann stelle ich auch eine Zwischenfrage!",data/txt/17193.txt,poi,fdp
2655429,193,17,0,Florian Pronold (SPD),Florian Pronold,florian-pronold,73,"Dann bekommen die Menschen auf den Zuschauertribünen auch mit, was die Wahrheit ist.",data/txt/17193.txt,speech,spd
2655430,193,17,0,Patrick Döring [FDP],Patrick Döring,patrick-doring,74,Immer bei der Wahrheit bleiben!,data/txt/17193.txt,poi,fdp
2655431,193,17,0,Florian Pronold (SPD),Florian Pronold,florian-pronold,75,"- Herr Döring, Sie sind gut im Dazwischenrufen, aber schlecht im Umgang mit den Fakten. Stellen Sie mir eine Zwischenfrage, dann kommen wir weiter.

Zum Thema energetische Gebäudesanierung. In diesem Bereich liegt das Einsparpotenzial bei 70 Prozent. Wenn Sie jetzt schon so schreien, dann ist klar, was gleich kommt. Was ist denn die Wahrheit?",data/txt/17193.txt,speech,spd
2655432,193,17,0,Patrick Döring [FDP],Patrick Döring,patrick-doring,76,Sagen Sie die Wahrheit! Genau!,data/txt/17193.txt,poi,fdp
2655433,193,17,0,Florian Pronold (SPD),Florian Pronold,florian-pronold,77,Unter einem sozialdemokratischen Minister war der Beitrag zur Förderung der energetischen Gebäudesanierung mit 2 Milliarden Euro am höchsten. Nun ist es ein Viertel weniger. Wer hat das zu verantworten? Sie! Das ist die Wahrheit und nichts anderes.,data/txt/17193.txt,speech,spd
2655434,193,17,0,,,,78,Beifall bei der SPD sowie bei Abgeordneten des BÜNDNISSES 90/DIE GRÜNEN,data/txt/17193.txt,poi,
2655435,193,17,0,Florian Pronold (SPD),Florian Pronold,florian-pronold,79,"Sie haben das Ganze in einen Energie- und Klimafonds gepackt, der nicht gegenfinanziert ist, dessen Finanzierung unsicher ist.",data/txt/17193.txt,speech,spd
2655436,193,17,0,Patrick Döring [FDP],Patrick Döring,patrick-doring,80,Sie haben den Haushalt 2010 geplündert!,data/txt/17193.txt,poi,fdp
2655437,193,17,0,Florian Pronold (SPD),Florian Pronold,florian-pronold,81,"Sie haben damit einen Anschlag auf die mittelständische Wirtschaft verübt, weil Sie für Verunsicherung gesorgt haben; denn heute gibt es weniger Aufträge vor Ort, und dadurch wird weniger für den Klimaschutz getan.",data/txt/17193.txt,speech,spd
2655438,193,17,0,Patrick Döring [FDP],Patrick Döring,patrick-doring,82,Sie blockieren doch!,data/txt/17193.txt,poi,fdp
