id,sitzung,wahlperiode,in_writing,speaker,speaker_cleaned,speaker_fp,sequence,text,filename,type,speaker_party
2451747,75,17,0,Garrelt Duin (SPD),Garrelt Duin,garrelt-duin,10,"Dort heißt es: Der Beitrag dieser Bundesregierung ist beschränkt. - Diese Aussage kann man natürlich in mehrerlei Hinsicht verstehen. Ich denke aber, diese Einschätzung ist deutlich.",data/txt/17075.txt,speech,spd
2451748,75,17,0,Norbert Barthle [CDU/CSU],Norbert Barthle,norbert-barthle,11,Wachstumsbeschleunigungsgesetz!,data/txt/17075.txt,poi,cducsu
2451749,75,17,0,Garrelt Duin (SPD),Garrelt Duin,garrelt-duin,12,"Uns bereitet große Sorge, dass es eine Reihe von Menschen in diesem Lande gibt, die an diesem Aufschwung nicht teilhaben; denn diese Regierung tut nichts - das ist nur eines von vielen Beispielen - zur Bekämpfung des Missbrauchs von Leiharbeit. Damit kein Missverständnis entsteht: Es ist völlig in Ordnung, die Instrumente Leiharbeit und Zeitarbeit zu nutzen, um Auftragsspitzen abzuarbeiten. Aber dass dieses Instrument missbraucht wird, wie es zurzeit in Deutschland zu beobachten ist, ist ein Skandal. Diese Bundesregierung sieht dem tatenlos zu.",data/txt/17075.txt,speech,spd
2451750,75,17,0,,,,13,Beifall bei der SPD sowie der Abg. Beate Müller-Gemmeke [BÜNDNIS 90/DIE GRÜNEN],data/txt/17075.txt,poi,
2451751,75,17,0,Garrelt Duin (SPD),Garrelt Duin,garrelt-duin,14,"Dasselbe gilt für die Bekämpfung von Niedriglöhnen. Leiharbeit und Niedriglöhne sind eben Ursache dafür, dass viele Menschen an diesem Aufschwung nicht teilhaben, dass sie in Unsicherheit leben, dass ihnen die Perspektive fehlt. Deshalb, lieber Herr Brüderle, entspricht dieser Aufschwung, sosehr wir uns über ihn freuen, nicht Ihrer Wahrnehmung. Er ist nämlich noch nicht selbsttragend, und er ist nicht so stabil, wie Sie das den Menschen glauben machen wollen. Das liegt unter anderem daran, dass die Balance zwischen dem, was exportgetrieben ist, und dem, was wir an Binnennachfrage haben, fehlt.",data/txt/17075.txt,speech,spd
2451752,75,17,0,Dr. Michael Fuchs [CDU/CSU],Dr. Michael Fuchs,michael-fuchs,15,Das ist schlicht falsch!,data/txt/17075.txt,poi,cducsu
2451753,75,17,0,Garrelt Duin (SPD),Garrelt Duin,garrelt-duin,16,"Der Europäische Rat hat in seiner Arbeitsgruppe ""Wirtschaftspolitische Steuerung"" - Sie alle kennen sie unter dem Namen Van-Rompuy-Arbeitsgruppe - mit Zustimmung der Bundesregierung festgestellt, dass gerade in den Mitgliedstaaten mit hohen Leistungsbilanzüberschüssen die Frage zu klären ist, wie man die Binnennachfrage und das entsprechende Wachstumspotenzial steigern kann. Die Frage, wie Sie die Binnennachfrage und das Wachstumspotenzial in Deutschland steigern wollen, wenn Sie eben nicht nur auf Export setzen, haben Sie bis heute nicht beantwortet, wie Sie überhaupt das, was auf europäischer Ebene verabredet wird, nicht in ausreichender Weise ernst nehmen. Diese Bundesregierung nutzt Europa immer wieder nur, um innenpolitisch zu punkten. Aber sie nimmt das, was mit europapolitischem Mehrwert zu tun hat, nicht in notwendigem Maße ernst.",data/txt/17075.txt,speech,spd
2451754,75,17,0,,,,17,Beifall bei der SPD und dem BÜNDNIS 90/ DIE GRÜNEN,data/txt/17075.txt,poi,
2451755,75,17,0,Garrelt Duin (SPD),Garrelt Duin,garrelt-duin,18,"Ein Paradebeispiel dafür sind auch Sie, Herr Brüderle. Sich hier in Deutschland bei dem Thema Steinkohle einem Kompromiss zu beugen, aber gleichzeitig zu erklären, dass Sie dafür in Europa nicht eintreten würden, ist nicht haltbar. Das ist das Gleiche, was Herr Schäuble bei der Finanzmarkttransaktionsteuer gemacht hat. Hier hat er gesagt: ""Wir wollen das haben"", aber überall sonst erzählt er, dass das natürlich nicht so gemeint sei. Damit hat man auf europäischer Ebene keinen Erfolg.",data/txt/17075.txt,speech,spd
2451756,75,17,0,,,,19,Beifall bei der SPD,data/txt/17075.txt,poi,
2451757,75,17,0,Garrelt Duin (SPD),Garrelt Duin,garrelt-duin,20,"Nach dem Thema Steinkohle will ich auch auf das Thema Energie zu sprechen kommen. Auf der einen Seite dreht Ihre Politik mit dem sogenannten Energiekonzept, das Sie, wie wir hier vor kurzem erleben mussten, durch dieses Parlament durchgepeitscht haben, der Boombranche Nummer eins in Deutschland, nämlich den erneuerbaren Energien, den Hahn ab. Auf der anderen Seite tun Sie nichts dafür, den energieintensiven Unternehmen in Deutschland wirklich zur Seite zu stehen. Erst sagen Sie: ""Die Förderung muss massiv zurückgefahren werden"", dann kommen Sie Gott sei Dank zur Besinnung; aber es fehlt an jeglicher Strategie für das Jahr 2012 und danach, dafür zu sorgen, dass energieintensive Unternehmen in Deutschland auch dann noch eine Zukunft haben. Tun Sie an dieser Stelle endlich etwas, Herr Brüderle.",data/txt/17075.txt,speech,spd
2451758,75,17,0,,,,21,Beifall bei der SPD,data/txt/17075.txt,poi,
2451759,75,17,0,Garrelt Duin (SPD),Garrelt Duin,garrelt-duin,22,,data/txt/17075.txt,speech,spd
2451760,75,17,0,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,23,"Herr Kollege Duin, gestatten Sie eine Zwischenfrage des Kollegen Schäuble?",data/txt/17075.txt,chair,
2451761,75,17,0,Garrelt Duin (SPD),Garrelt Duin,garrelt-duin,24,Sehr gerne.,data/txt/17075.txt,speech,spd
2451762,75,17,0,Dr. Wolfgang Schäuble (CDU/CSU),Dr. Wolfgang Schäuble,wolfgang-schauble,25,"Herr Kollege Duin, da Sie zum wiederholten Male die Behauptung aufgestellt haben, ich hätte irgendwo gesagt, ich sei nicht für die Finanztransaktionsteuer, frage ich Sie,",data/txt/17075.txt,speech,cducsu
2451763,75,17,0,Zuruf von der SPD,von der SPD,von-der-spd,26,Wirtschaftsrat!,data/txt/17075.txt,poi,spd
2451764,75,17,0,Dr. Wolfgang Schäuble (CDU/CSU),Dr. Wolfgang Schäuble,wolfgang-schauble,27,"ob Sie bereit sind, zur Kenntnis zu nehmen, dass ich gesagt habe: ""Ich bin für die Finanztransaktionsteuer; ich bin nur nicht sicher, ob wir sie in Europa durchsetzen werden""? Ich wäre Ihnen dankbar, wenn Sie diesen Unterschied zur Kenntnis nähmen und nicht ständig wahrheitswidrige Behauptungen wiederholten.",data/txt/17075.txt,speech,cducsu
2451765,75,17,0,,,,28,Beifall bei der CDU/CSU und der FDP,data/txt/17075.txt,poi,
2451766,75,17,0,Dr. Wolfgang Schäuble (CDU/CSU),Dr. Wolfgang Schäuble,wolfgang-schauble,29,,data/txt/17075.txt,speech,cducsu
2451767,75,17,0,Garrelt Duin (SPD),Garrelt Duin,garrelt-duin,30,"Sehr geehrter Herr Minister, ich habe keinen Zweifel an genau der Aussage, die Sie gerade noch einmal bestätigt haben. Ich ziehe aber den Schluss daraus, den nicht nur ich, sondern auch viele andere in der deutschen, aber auch der europäischen Öffentlichkeit gezogen haben, dass Sie auf der europäischen Ebene nicht ohne Wenn und Aber dafür eintreten, dass wir endlich diejenigen, die die Krise verursacht haben, an den Kosten der Krise beteiligen, sondern dass es wieder nur die kleinen Leute, die Steuerzahlerinnen und Steuerzahler, sind, die dafür blechen müssen, nicht nur in Deutschland, sondern in gleicher Art und Weise in vielen anderen europäischen Ländern.",data/txt/17075.txt,speech,spd
2451768,75,17,0,,,,31,Beifall bei der SPD sowie bei Abgeordneten des BÜNDNISSES 90/DIE GRÜNEN,data/txt/17075.txt,poi,
2451769,75,17,0,Garrelt Duin (SPD),Garrelt Duin,garrelt-duin,32,"Meine Damen und Herren, sehr geehrter Herr Brüderle, ein stabiler Aufschwung lässt sich mit entsprechender Stärkung der Binnennachfrage dann erreichen, wenn wir die Investitionsquote in Deutschland steigern und wenn wir einen Zuwachs bei den Reallöhnen haben. Beides ist nicht zu erkennen. Wir haben nicht das in Deutschland, was dringend notwendig wäre, nämlich ein Klima für Investitionen mit entsprechender Technologiefreundlichkeit. Wir haben nicht - da haben Sie nichts auf die Reihe gekriegt - das Instrument der steuerlichen Forschungsförderung auf den Weg gebracht. Selbst in Ihrem Koalitionsvertrag haben Sie darauf hingewiesen, dass die steuerliche Forschungsförderung wichtig ist. Sie wissen: Für ein Unternehmen, das international aufgestellt ist und sich entscheiden muss, wo in Europa es investiert, ist die steuerliche Forschungsförderung ein zentrales Thema. Deutschland ist in dieser Hinsicht ein weißer Fleck. Das muss sich endlich ändern.",data/txt/17075.txt,speech,spd
2451770,75,17,0,,,,33,Beifall bei der SPD sowie bei Abgeordneten des BÜNDNISSES 90/DIE GRÜNEN,data/txt/17075.txt,poi,
2451771,75,17,0,Garrelt Duin (SPD),Garrelt Duin,garrelt-duin,34,"Sie hätten die Möglichkeit, das endlich zu tun.",data/txt/17075.txt,speech,spd
2451772,75,17,0,Bartholomäus Kalb [CDU/CSU],Bartholomäus Kalb,bartholomaus-kalb,35,Haben Sie die Bundesratsmehrheit dafür schon organisiert?,data/txt/17075.txt,poi,cducsu
2451773,75,17,0,Dr. Martin Lindner [Berlin] [FDP],Dr. Martin Lindner,martin-lindner,36,Elf Jahre!,data/txt/17075.txt,poi,fdp
2451774,75,17,0,Gegenruf des Abg. Hubertus Heil [Peine] [SPD],Hubertus Heil,hubertus-heil,37,Sie sind in der Regierung! Keine Ausreden!,data/txt/17075.txt,poi,spd
2451775,75,17,0,Garrelt Duin (SPD),Garrelt Duin,garrelt-duin,38,"Ebenso dringend ist eine Konzentration der Fördermöglichkeiten, die der Bundesregierung zur Verfügung stehen. Das gilt auch für diesen Haushalt. Es ist ein Unding, dass Sie beim Thema E-Mobility, einem der Zukunftsthemen schlechthin, nach dem Gießkannenprinzip vorgehen. Dieser Bereich wird von vier oder fünf Ressorts jeweils ein bisschen gefördert. Stattdessen sollten wir die Kräfte bündeln und uns ein Beispiel an anderen Ländern nehmen. In den USA, aber auch andernorts, werden zum Beispiel Batteriefabriken gebaut, und dort wird in diesen Bereich investiert. Wir hängen hinterher, weil Sie Ihre Politik zerfasern lassen und keine konzentrierte Förderung betreiben.",data/txt/17075.txt,speech,spd
2451776,75,17,0,,,,39,Beifall bei der SPD,data/txt/17075.txt,poi,
2451777,75,17,0,Garrelt Duin (SPD),Garrelt Duin,garrelt-duin,40,"Dasselbe gilt im Übrigen für die Breitbandstrategie. Dass Sie sich bemühen, bis zum Ende dieses Jahres eine flächendeckende Versorgung zu gewährleisten, ist löblich. Wenn wir in Deutschland aber über Geschwindigkeiten von 1 Megabit pro Sekunde reden, während in Indonesien Kabel verlegt werden, die eine Übertragungsrate von 50 Megabits pro Sekunde ermöglichen, muss man feststellen: Wir hinken hinterher. Deutschland ist nicht da, wo es als Industrieland eigentlich hingehört.",data/txt/17075.txt,speech,spd
2451778,75,17,0,,,,41,Beifall bei der SPD,data/txt/17075.txt,poi,
2451779,75,17,0,Garrelt Duin (SPD),Garrelt Duin,garrelt-duin,42,"Lieber Herr Brüderle, im Kern geht es darum: Wenn Sie die Binnennachfrage steigern und für einen wirklich langfristigen Aufschwung in Deutschland sorgen wollen, dann müssen Sie endlich aufhören, kaum dass der Staat 1 Euro mehr eingenommen hat, über Steuersenkungen zu fabulieren. Was wir in Zukunft brauchen, sind nicht Steuererhöhungen, sondern Investitionen in Bildung. Es gibt zu wenige Ganztagseinrichtungen, und wir tun zu wenig für die Qualifizierung der Menschen. Jeder Euro, der zur Verfügung steht, ist in Bildung zu investieren. Es nützt Deutschland doch nichts, wenn die Menschen aufgrund von Steuersenkungen pro Monat 10 oder 20 Euro mehr netto in der Tasche haben, sondern es nützt den Menschen, wenn es in Deutschland gut ausgestattete Bildungseinrichtungen gibt. Dann werden wir insgesamt wieder nach vorne kommen.",data/txt/17075.txt,speech,spd
2451780,75,17,0,,,,43,Beifall bei der SPD,data/txt/17075.txt,poi,
2451781,75,17,0,Garrelt Duin (SPD),Garrelt Duin,garrelt-duin,44,"Das muss das Ziel der Politik sein, nicht ewiges Schwadronieren über Steuersenkungen.",data/txt/17075.txt,speech,spd
2451782,75,17,0,Dr. Martin Lindner [Berlin] [FDP],Dr. Martin Lindner,martin-lindner,45,"Ich denke, sonst wollen Sie immer die Binnenkonjunktur stärken! Das versteht doch kein Mensch, was Sie jetzt sagen!",data/txt/17075.txt,poi,fdp
2451783,75,17,0,Garrelt Duin (SPD),Garrelt Duin,garrelt-duin,46,"Herr Brüderle, Sie haben sich für diesen Aufschwung feiern lassen; es sei Ihnen gegönnt, auch wenn Sie eigentlich nichts dafür können. Sie haben einen ""großen Sommer"" verkündet. Damit haben Sie eine Anleihe aus der Literatur genommen",data/txt/17075.txt,speech,spd
2451784,75,17,0,Bartholomäus Kalb [CDU/CSU],Bartholomäus Kalb,bartholomaus-kalb,47,Selbst jetzt scheint noch die Sonne!,data/txt/17075.txt,poi,cducsu
2451785,75,17,0,Garrelt Duin (SPD),Garrelt Duin,garrelt-duin,48,"- einige Kollegen wissen, wovon ich spreche -, nämlich aus dem Gedicht ""Herbsttag"" von Rainer Maria Rilke, in dem ebenfalls von einem großen Sommer die Rede ist. Sehr geehrter Herr Brüderle, lassen Sie mich Ihnen zum Schluss die Empfehlung geben, sich nicht nur über den schon vergangenen Sommer zu freuen. Vielmehr sollten Sie auch - Zitat - ""hin und her unruhig wandern, wenn die Blätter treiben"". Es reicht nicht aus, sich als Wirtschaftsminister der Bundesrepublik Deutschland zufrieden zurückzulehnen. Es kommt darauf an, jetzt tatkräftig und mutig zu handeln, damit dieser Aufschwung ein stetiger Aufschwung für unser Land wird.

Herzlichen Dank.",data/txt/17075.txt,speech,spd
2451786,75,17,0,,,,49,Beifall bei der SPD,data/txt/17075.txt,poi,
2451787,75,17,0,Garrelt Duin (SPD),Garrelt Duin,garrelt-duin,50,,data/txt/17075.txt,speech,spd
2451788,75,17,0,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,51,"Dass die Debatte über den Einzelplan des Bundeswirtschaftsministeriums mit Rilke beginnt, verleiht unserer Diskussion eine Flughöhe, mit der nicht unbedingt zu rechnen war, was ich aber ausdrücklich begrüße.",data/txt/17075.txt,chair,
2451789,75,17,0,,,,52,Heiterkeit und Beifall bei Abgeordneten der FDP,data/txt/17075.txt,poi,
2451790,75,17,0,Hubertus Heil [Peine] [SPD],Hubertus Heil,hubertus-heil,53,"Herr Präsident, der Sommer war sehr groß!",data/txt/17075.txt,poi,spd
2451791,75,17,0,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,54,"- Ja.

Darum erteile ich jetzt umso lieber der Kollegin Ulrike Flach für die FDP-Fraktion das Wort.",data/txt/17075.txt,chair,
2451792,75,17,0,,,,55,Beifall bei der FDP sowie bei Abgeordneten der CDU/CSU,data/txt/17075.txt,poi,
2451793,75,17,0,Kerstin Andreae [BÜND-NIS 90/DIE GRÜNEN],Kerstin Andreae,kerstin-andreae,56,Jetzt sind wir gespannt!,data/txt/17075.txt,poi,gruene
2451794,75,17,0,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,57,,data/txt/17075.txt,chair,
2451795,75,17,0,Ulrike Flach (FDP),Ulrike Flach,ulrike-flach,58,"Herr Präsident! Liebe Kolleginnen und Kollegen! Mit Rilke hätten Sie vielleicht nicht anfangen sollen, Herr Duin, sondern mit dem eigenen Brief, den Sie gestern veröffentlicht haben. Darin haben Sie sehr schön zum Ausdruck gebracht, dass die SPD keine schlüssige Antwort hat auf die Frage vieler Menschen, wofür sie steht. Außerdem schrieben Sie, es gebe in dieser Partei ein ständiges Hü und Hott. So war gerade auch Ihre Rede.",data/txt/17075.txt,speech,fdp
2451796,75,17,0,,,,59,Beifall bei der FDP und der CDU/CSU,data/txt/17075.txt,poi,
2451797,75,17,0,Ulrike Flach (FDP),Ulrike Flach,ulrike-flach,60,"Ich glaube, mehr muss man zu Ihrer Bewertung des Bundeswirtschaftsministers nicht sagen.",data/txt/17075.txt,speech,fdp
2451798,75,17,0,Hubertus Heil [Peine] [SPD],Hubertus Heil,hubertus-heil,61,Das war ganz schön flach!,data/txt/17075.txt,poi,spd
2451799,75,17,0,Ulrike Flach (FDP),Ulrike Flach,ulrike-flach,62,"Wir befassen uns heute mit dem Haushalt des Bundeswirtschaftsministeriums. Als Hauptberichterstatterin möchte ich mich an dieser Stelle beim Minister bedanken. Die Zusammenarbeit war sehr gut und beispielhaft für viele andere Häuser. Herzlichen Dank! Wir werden auch in den nächsten Jahren gerne und erfolgreich an diesem Haushalt weiterarbeiten.

Das Schöne ist, dass wir mit diesem Haushalt auf das, was Sie, Herr Duin, gerade gesagt haben, reagieren. Die Krise ist vorbei. Jetzt müssen wir konsolidieren. Außerdem müssen wir diesem Lande eine Zukunft ermöglichen und Vorsorge treffen. Das tun wir. Wir kürzen Subventionen. Dies tun wir übrigens an Stellen, an denen Sie immer gezögert haben, es zu tun.",data/txt/17075.txt,speech,fdp
2451800,75,17,0,Zuruf von der SPD,von der SPD,von-der-spd,63,Wo denn?,data/txt/17075.txt,poi,spd
2451801,75,17,0,Ulrike Flach (FDP),Ulrike Flach,ulrike-flach,64,"Wir bauen allein über 100 Millionen Euro bestandserhaltende Subventionen ab, zum Beispiel bei der GA und bei den Altprogrammen, und wir tun noch etwas: Wir schicken das Geld nicht wieder an Herrn Schäuble, sondern wir schichten in Innovationen um. Wir tun also genau das, was in diesem Augenblick erforderlich ist. Wir erhöhen die Mittel für ZIM, eine wichtige Technologieförderung für den Mittelstand. Für die Elektromobilität geben wir in diesem Haushalt und in drei anderen Haushalten mehr als 100 Millionen Euro aus. Ich glaube nicht, dass das ein Fehler ist, Herr Duin.

Natürlich hat jedes Haus seine eigenen Kompetenzen. So werden die Mittel dann verwendet. In diesem Haus sind sie wirtschaftsnah, im BMBF sind sie forschungsnah, und im Verkehrsministerium sind sie verkehrsplanungsnah. Das ist ein richtiger Weg.",data/txt/17075.txt,speech,fdp
2451802,75,17,0,Hubertus Heil [Peine] [SPD],Hubertus Heil,hubertus-heil,65,Aber kein Konzept!,data/txt/17075.txt,poi,spd
2451803,75,17,0,Ulrike Flach (FDP),Ulrike Flach,ulrike-flach,66,"Sie sollten sich daran erinnern, dass das unter Ihren Ministern eingeleitet worden ist. Ich weiß nicht, warum Sie das plötzlich stört. Das scheint zu den Gedächtnislücken der SPD zu gehören, die wir im Augenblick in jedem Feld immer wieder neu erleben.",data/txt/17075.txt,speech,fdp
2451804,75,17,0,,,,67,Beifall bei der FDP,data/txt/17075.txt,poi,
2451805,75,17,0,Ulrike Flach (FDP),Ulrike Flach,ulrike-flach,68,"Mit der Breitbandstrategie sorgen wir dafür, dass auch die ländlichen Räume an schnelles, breitbandiges Internet angeschlossen werden. Schließlich ist dies ein Schlüssel zur wirtschaftlichen Entwicklung auf dem Land und wird immer ein entscheidender Standortfaktor sein. Ich will an dieser Stelle einmal an die Damen und Herren von der Opposition appellieren. Dass wir zum Beispiel Entschädigungen nicht auszahlen können, liegt an den Ländern. Überall in Deutschland gibt es im Augenblick Pfarrer oder auch Musikbands, die mit ihren Mikros Schwierigkeiten haben, aber nicht, weil der Bundeswirtschaftsminister nicht bereit ist, Entschädigungen zu zahlen, sondern ganz einfach deshalb, weil die Länder wieder einmal bocken. Es kommt nichts heraus. Wir wären bereit, 62 Millionen Euro allein in diesem Jahr an Entschädigungen zu zahlen. Das scheitert aber an den Ländern, und diese werden nun einmal von Ihnen dominiert, lieber Herr Duin.",data/txt/17075.txt,speech,fdp
2451806,75,17,0,,,,69,Beifall bei der FDP,data/txt/17075.txt,poi,
2451807,75,17,0,Ulrike Flach (FDP),Ulrike Flach,ulrike-flach,70,"Vorsorge treffen wir auch für die CCS-Speicherung und die Wiederaufnahme der Erkundung des Salzstocks in Gorleben. Das tun wir anders, als grüne und rote Umweltminister dies in den letzten Jahren eingeleitet haben. Wir nehmen die Erkundung wieder auf, und wir sichern die notwendigen Personalausgaben im Haushalt ab. Das ist übrigens der Unterschied zwischen der Regierungskoalition und den Grünen: Wir wollen eben moderne Technologien, ob es Highspeed-Datenautobahnen oder moderne Kohlekraftwerke sind, und dazu gehört CCS. Man kann den Leuten nicht immer erklären, man sei für alles und wiederum nicht für alles. Man kann nicht auf der einen Seite ständig etwas bekämpfen und auf der anderen Seite dafür sorgen, dass moderne Kohlekraftwerke in diesem Land nicht entstehen können. Dieser Haushalt trifft Vorsorge genau für diese Entwicklung.

Lassen Sie mich an dieser Stelle noch etwas zu den Grünen generell sagen. Sie bekämpfen nicht nur Technologien, sondern Sie bekämpfen auch den Mittelstand, die Facharbeiter und die Angestellten. Diese, die für den technologischen Fortschritt zuständig sind, wollen Sie massiv belasten. Sie wollen zum Beispiel den Spitzensteuersatz auf 45 Prozent erhöhen. Das ist immer sehr einfach gesagt. Jeder in diesem Land denkt dann, die Millionäre seien betroffen. Nein, es sind natürlich genau die Menschen betroffen, die für Technologien in diesem Land sorgen, die Facharbeiter, Ingenieure und leitenden Angestellten; denn der Spitzensteuersatz setzt bei 52 000 Euro ein. Das erreichen Sie, wenn umgesetzt wird, was Sie auf Ihren Parteitagen beschließen, nämlich dass die Menschen belastet und nicht entlastet werden.",data/txt/17075.txt,speech,fdp
2451808,75,17,0,,,,71,Beifall bei der FDP sowie bei Abgeordneten der CDU/CSU,data/txt/17075.txt,poi,
2451809,75,17,0,Ulrike Flach (FDP),Ulrike Flach,ulrike-flach,72,"Übrigens passt das Folgende sehr schön. Ich bin gespannt, ob irgendjemand von den Grünen gleich etwas dazu sagen wird, dass Sie die Abgeltungsteuer abschaffen wollen. Auch das passt genau in diese Art zu denken, weil Sie folgender Meinung sind - ich möchte Herrn Trittin an der Stelle zitieren -: Die Ungerechtigkeit soll beseitigt werden, dass für Arbeit weniger an Steuern gezahlt werden muss als für Einkommen aus Kapital. - Eine tolle Erklärung! Das ist genau die Erklärung, die man von einer grünen Partei erwartet, die offensichtlich auf dem Weg ist, den Mittelstand in diesem Land zu belasten. Wir werden dies nicht tun. Wir sind auf einem guten Weg.

Ich freue mich, dass dieser Haushalt so gelungen ist, Herr Minister.",data/txt/17075.txt,speech,fdp
2451810,75,17,0,,,,73,Beifall bei der FDP und der CDU/CSU,data/txt/17075.txt,poi,
2451811,75,17,0,Fritz Kuhn [BÜNDNIS 90/DIE GRÜNEN],Fritz Kuhn,fritz-kuhn,74,Das war wieder mal original Flach!,data/txt/17075.txt,poi,gruene
2451812,75,17,0,Ulrike Flach (FDP),Ulrike Flach,ulrike-flach,75,,data/txt/17075.txt,speech,fdp
2451813,75,17,0,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,76,Nächster Redner ist der Kollege Michael Schlecht für die Fraktion Die Linke.,data/txt/17075.txt,chair,
2451814,75,17,0,,,,77,Beifall bei der LINKEN,data/txt/17075.txt,poi,
2451815,75,17,0,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,78,,data/txt/17075.txt,chair,
2451816,75,17,0,Michael Schlecht (DIE LINKE),Michael Schlecht,michael-schlecht,79,"Herr Präsident! Sehr geehrte Damen und Herren! Alle reden vom Aufschwung; das hört man auch hier. Viele Menschen stellen aber vollkommen ernüchtert fest, dass ihr Lohn nach wie vor XS ist und zum Teil eher noch sinkt. Es ist kein Wunder, dass vor diesem Hintergrund viele stinksauer sind, weil ihnen etwas vorgespiegelt wird, was mit ihrer Realität überhaupt nichts zu tun hat.",data/txt/17075.txt,speech,linke
2451817,75,17,0,,,,80,Beifall bei der LINKEN,data/txt/17075.txt,poi,
