id,sitzung,wahlperiode,in_writing,speaker,speaker_cleaned,speaker_fp,sequence,text,filename,type,speaker_party
2349722,17,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,10,"Das heißt: Wir werden in den kommenden Jahren mit massiven öffentlichen Investitionen dafür sorgen, dass diese Infrastruktur so leistungsfähig ist, wie es für eine gute Zukunft unseres Landes erforderlich ist.",data/txt/17017.txt,speech,
2349723,17,17,0,,,,11,Beifall bei der CDU/CSU und der FDP,data/txt/17017.txt,poi,
2349724,17,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,12,"Wo liegen nun die Schwerpunkte unserer Arbeit? Der Entwurf dieses Etats umfasst Ausgaben von insgesamt 26,4 Milliarden Euro. Das ist der viertgrößte Einzeletat. Aber es ist der größte Investivetat. Allein für Investitionen stehen 14,8 Milliarden Euro bereit, nämlich 12,6 Milliarden Euro für den gesamten Verkehrsbereich und 2,2 Milliarden Euro für den Bereich Bau und Stadtentwicklung. Allein für die Verkehrswege - ich betone: für die Verkehrswege - sieht der Entwurf Ausgaben in Höhe von annähernd 10,8 Milliarden Euro vor. Ich möchte an dieser Stelle noch kurz differenzieren, damit Klarheit herrscht, wohin es im Einzelnen geht, nämlich 4,3 Milliarden Euro in die Bundesschienenwege, 5,3 Milliarden Euro in die Bundesfernstraßen, rund 1 Milliarde Euro in die Bundeswasserstraßen und - das kommt, obwohl es eminent wichtig ist, leider immer zu kurz - 150 Millionen Euro in den Kombinierten Verkehr. Hinzu kommt noch 1 Milliarde Euro aus dem zweiten Konjunkturpaket, sodass insgesamt fast 12 Milliarden Euro für Investitionen in die Infrastruktur zur Verfügung stehen.

Ich habe gerade kurz über die Schiene gesprochen. Das müsste eigentlich viel ausführlicher geschehen, als es im Rahmen einer Einbringungsrede möglich ist. Aber ich möchte noch einmal betonen, dass wir, wenn wir nur einen einigermaßen verantwortbaren Teil des zu erwartenden Frachtzuwachses nicht auf die Straße, sondern auf die Schiene bekommen wollen, alle erdenklichen Anstrengungen im Bereich der Schiene unternehmen müssen. Deswegen verstehe ich nicht, was mir die Kollegin Künast von den Grünen vorgestern vorgeworfen hat. Sie hat gesagt:

… dieser Verkehrsminister redet sich über Schienenverkehr besoffen …

Ich verstehe nicht, was die Kollegin Künast",data/txt/17017.txt,speech,
2349725,17,17,0,,,,13,Abg. Renate Künast [BÜNDNIS 90/DIE GRÜNEN] betritt den Plenarsaal,data/txt/17017.txt,poi,
2349726,17,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,14,- jetzt ist sie da; willkommen! -,data/txt/17017.txt,speech,
2349727,17,17,0,Renate Künast [BÜNDNIS 90/DIE GRÜNEN],Renate Künast,renate-kunast,15,Ich habe darauf gewartet!,data/txt/17017.txt,poi,gruene
2349728,17,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,16,"unter dem Wort „besoffen“ versteht. Es zeigt aber offensichtlich, dass Sie sich nicht über etwas freuen können; dafür sind Sie ja bekannt.",data/txt/17017.txt,speech,
2349729,17,17,0,,,,17,Lachen bei der SPD,data/txt/17017.txt,poi,
2349730,17,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,18,"Aber ich freue mich darüber, ich kann mich regelrecht darüber begeistern, dass wir mit Bahn und Schiene eine Möglichkeit in Deutschland haben, verantwortbare Verkehrsinfrastrukturpolitik für die Zukunft zu betreiben.",data/txt/17017.txt,speech,
2349731,17,17,0,,,,19,Beifall bei der CDU/CSU und der FDP,data/txt/17017.txt,poi,
2349732,17,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,20,"Deswegen bleibt es selbstverständlich dringend notwendig, hier im deutschen Parlament in vielfältiger Hinsicht über Schiene und Bahn zu sprechen. Davon wird mich auch niemand abbringen. Spricht man nicht über die Schiene, passt es Ihnen nicht, Frau Künast. Spricht man aber über die Schiene, dann bezeichnen Sie das als „besoffen“, und es passt Ihnen auch wieder nicht. Was wollen Sie eigentlich?

Weil wir gerade bei der Schiene und der Bahn sind: Es hat dieser Tage Meldungen gegeben - man muss sich manchmal wundern -, es habe ein Geheimtreffen zwischen mir, dem Bahnchef und dem zuständigen Staatssekretär über eine angeblich geheime Streichliste gegeben. Ich kann dazu in aller Öffentlichkeit nur sagen: So ein Quatsch und so ein Unfug!",data/txt/17017.txt,speech,
2349733,17,17,0,,,,21,Beifall bei der CDU/CSU und der FDP,data/txt/17017.txt,poi,
2349734,17,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,22,"Mancher Unfug verbreitet sich schneller als kluge politische Botschaften. Aber wir dürfen nicht müde werden, letztere zu verbreiten. Jetzt ist dazu die Gelegenheit.

Wir sprechen über viel Geld, und deshalb müssen wir ganz gezielt Prioritäten setzen. Wir unterstützen moderne Verkehrstechnologien auf der Straße und auf der Schiene. Dazu gehört all das, was sich hinter dem Wort Elektromobilität verbirgt. Ich lege großes Gewicht auf die Elektromobilität, weil ich sie für einen der wesentlichen Zukunftsmärkte und für eine der wesentlichen Zukunftstechnologien im Verkehrsbereich halte.",data/txt/17017.txt,speech,
2349735,17,17,0,,,,23,Beifall bei der CDU/CSU sowie bei Abgeordneten der FDP,data/txt/17017.txt,poi,
2349736,17,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,24,"Ich habe es oft gesagt und kann es nicht häufig genug wiederholen: So wie wir in Deutschland heute die besten Autos der Welt bauen, so müssen wir in Zukunft die besten Elektroautos bauen. Das wollen wir, und das ist unsere Vision.",data/txt/17017.txt,speech,
2349737,17,17,0,,,,25,Beifall bei der CDU/CSU und der FDP,data/txt/17017.txt,poi,
2349738,17,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,26,"Kollege Brüderle und ich werden am 1. Februar die Gemeinsame Geschäftsstelle Elektromobilität in Gang setzen. Ich freue mich, dass mein Haus die Leitung dieser Geschäftsstelle stellt.

Eng mit diesem Zukunftsmarkt verbunden sind unsere Bemühungen in der Außenwirtschaftspolitik. Ebenfalls eng damit verbunden sind unsere Bemühungen im Klima- und Umweltschutz. Der Vorsitzende des Ausschusses für Verkehr, Bau und Stadtentwicklung, Kollege Hermann von den Grünen, hat kürzlich darauf hingewiesen, dass mein Ressort das zentrale Klima- und Umweltschutzressort ist. Richtig, kann ich da nur sagen.",data/txt/17017.txt,speech,
2349739,17,17,0,,,,27,Zuruf vom BÜNDNIS 90/DIE GRÜNEN,data/txt/17017.txt,poi,
2349740,17,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,28,"- Es stimmt schlicht und einfach.

Deshalb habe ich eine neue Unterabteilung mit dem Titel „Klima- und Umweltschutzpolitik“ geschaffen; denn 70 Prozent des gesamten Primärenergiebedarfs und 40 Prozent der gesamten CO2-Emissionen sind mit Themen meines Hauses verbunden, nämlich Heizen im Baubereich, Wasser, Luft und Energieverbrauch im Verkehrsbereich.",data/txt/17017.txt,speech,
2349741,17,17,0,,,,29,Beifall bei der CDU/CSU sowie bei Abgeordneten der FDP,data/txt/17017.txt,poi,
2349742,17,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,30,"Ich bleibe dabei, dass wir unsere Bemühungen in diesem Bereich verstärken müssen. Das passt Ihnen vielleicht nicht, Frau Künast, aber immerhin hat mir das vor drei Tagen einen großen Artikel in der taz mit der Überschrift „Der Überraschungsminister“ eingebracht. Sie werden sich auf diesem Gebiet noch über einiges wundern müssen.",data/txt/17017.txt,speech,
2349743,17,17,0,,,,31,Lachen bei der SPD,data/txt/17017.txt,poi,
2349744,17,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,32,"Infrastrukturpolitik hat einen großen Europabezug. Deshalb wird in meinem Hause die Europapolitik organisatorisch und personell gestärkt.

Neben der Stadtentwicklung werde ich mir auch die gesamte Thematik der ländlichen Räume stärker zu eigen machen. Es ist meine große Sorge, dass wir immer mehr Regionen haben, die sich regelrecht entvölkern. Ich sage das vor allem im Hinblick auf manche Gebiete in den neuen Bundesländern. Wenn sich solche Gebiete entvölkern, dann sterben ländliche Räume, dann sterben gesellschaftliche Strukturen, und dann stirbt überkommenes, wertvolles Kulturgut aus.

Ich weiß, dass das Thema „ländliche Räume“ bisher nicht so sehr im Fokus der Öffentlichkeit steht wie das Thema „Metropolregionen“. Mein Haus ist aber berufen, sich auch um die ländlichen Räume zu kümmern. Deswegen werden wir ihnen durch eine neue Initiative die Möglichkeit geben, sich strukturell zu reorganisieren, sodass auch alte Menschen in diesen Räumen eine gute Daseinsvorsorge haben und junge Menschen nicht mehr abwandern müssen.",data/txt/17017.txt,speech,
2349745,17,17,0,,,,33,Beifall bei der CDU/CSU und der FDP,data/txt/17017.txt,poi,
2349746,17,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,34,"Auch für den Bereich der KfW-Förderprogramme ist eine Klarstellung geboten. Der Renner im Bereich der KfW-Programme zur energetischen Gebäudesanierung ist das CO2-Gebäudesanierungsprogramm. Ich nenne es ein gigantisches Erfolgsprogramm. Wir werden dieses zentrale Programm unserer Klimaschutzpolitik im Gebäudebereich selbstverständlich fortsetzen. Es ist wegen der vorläufigen Haushaltsführung, die wir momentan betreiben, zu Irritationen gekommen. Ich möchte aber in aller Deutlichkeit Entwarnung geben.

Ich bedanke mich bei den Mitgliedern des Haushaltsausschusses dafür, dass dieses Thema für die kommende Woche auf die Tagesordnung gesetzt wurde. Ich bitte darum, dass die Sorgen der Betroffenen ernst genommen werden und dass der Haushaltsausschuss eine entsprechende Entsperrung der Mittel bewilligt. Bis dahin können die Anträge weiterhin gestellt werden. Bis dahin behelfen wir uns damit, dass wir gegenseitig deckungsfähig Gelder fließen lassen.

Mit diesem Haushalt setze ich neue Akzente in der Verkehrspolitik, der Baupolitik und der Stadtentwicklungspolitik. Ich tue dies, damit alle Menschen in Deutschland gut fahren, gut reisen, gut unterwegs sein und gut bauen können. Ich tue es, damit für sie gut gebaut wird, damit sie gut wohnen können. Kurzum: Ich werde mit diesem Haushalt alles dafür tun, dass die Menschen in Sicherheit und Wohlstand mobil sein können.

Vielen herzlichen Dank.",data/txt/17017.txt,speech,
2349747,17,17,0,,,,35,Beifall bei der CDU/CSU und der FDP,data/txt/17017.txt,poi,
2349748,17,17,0,"Dr. Peter Ramsauer, Bundesminister für Verkehr, Bau und Stadtentwicklung",Dr. Peter Ramsauer,peter-ramsauer,36,,data/txt/17017.txt,speech,
2349749,17,17,0,Vizepräsident Dr. h. c. Wolfgang Thierse,Dr. h. c. Wolfgang Thierse,wolfgang-thierse,37,Das Wort hat nun Uwe Beckmeyer für die SPD-Fraktion.,data/txt/17017.txt,chair,
2349750,17,17,0,,,,38,Beifall bei der SPD,data/txt/17017.txt,poi,
2349751,17,17,0,Vizepräsident Dr. h. c. Wolfgang Thierse,Dr. h. c. Wolfgang Thierse,wolfgang-thierse,39,,data/txt/17017.txt,chair,
2349752,17,17,0,Uwe Beckmeyer (SPD),Uwe Beckmeyer,uwe-beckmeyer,40,"Herr Präsident! Meine sehr geehrten Damen und Herren! Herr Minister, Sie hatten zwölf Minuten Zeit, uns zu erklären, was Sie tun wollen. Wir haben aber nur wenig davon gehört.",data/txt/17017.txt,speech,spd
2349753,17,17,0,,,,41,Beifall bei der SPD,data/txt/17017.txt,poi,
2349754,17,17,0,Stefan Müller [Erlangen] [CDU/CSU],Stefan Müller,stefan-muller,42,Sie haben nicht zugehört!,data/txt/17017.txt,poi,cducsu
2349755,17,17,0,Uwe Beckmeyer (SPD),Uwe Beckmeyer,uwe-beckmeyer,43,"Die interessierte Öffentlichkeit und die Fachwelt haben mit Spannung auf Ihre Rede gewartet, weil nach den diversen Ankündigungen der letzten Monate, wie ich meine, mit Recht einige Erwartungen im öffentlichen Raum bestanden. Im Koalitionsvertrag wurden Initiativen zum Lärmschutz vereinbart. Da wurde die Abschaffung des Schienenbonusses und eine Intensivierung von Lärmschutzmaßnahmen angekündigt. Im Wahlkampf wurde die Absenkung der Lkw-Maut versprochen. Sie haben ein Sonderaufbauprogramm West angekündigt.",data/txt/17017.txt,speech,spd
2349756,17,17,0,Zuruf von der SPD,von der SPD,von-der-spd,44,Süd!,data/txt/17017.txt,poi,spd
2349757,17,17,0,Uwe Beckmeyer (SPD),Uwe Beckmeyer,uwe-beckmeyer,45,"Sie haben im November 400 Millionen Euro zusätzliche Finanzmittel gefordert. Vor Weihnachten ist Ihnen eingefallen, dass man auch ein Sonderausbauprogramm Bahn braucht, weil - ich zitiere Sie - das gesamte künftige Wachstum des Güterverkehrs auf die Schiene geholt werden solle und dafür das Netz ausgebaut werden müsse. - Wie das gehen soll, bleibt wahrscheinlich für immer Ihr Geheimnis.

Herr Minister, meine Frage lautet: Was ist daraus geworden? Wir haben hier eben von Ihnen nichts dazu gehört. Ich stelle fest: nichts, absolute Fehlanzeige. Hat Herr Schäuble aus Peter Ramsauer, diesem vermeintlichen bayerischen Löwen, ein schnurrendes bayerisches Kätzchen gemacht?",data/txt/17017.txt,speech,spd
2349758,17,17,0,Ute Kumpf [SPD],Ute Kumpf,ute-kumpf,46,Aha!,data/txt/17017.txt,poi,spd
2349759,17,17,0,Uwe Beckmeyer (SPD),Uwe Beckmeyer,uwe-beckmeyer,47,"Der ländliche Raum ist angesprochen worden. Ich vermisse auch bei diesem Thema, dass Sie sich klar einbringen. Herr Ramsauer, Sie müssen aufpassen, dass Sie nicht zum Ankündigungsminister werden.",data/txt/17017.txt,speech,spd
2349760,17,17,0,,,,48,Beifall bei der SPD,data/txt/17017.txt,poi,
2349761,17,17,0,Carsten Schneider [Erfurt] [SPD],Carsten Schneider,carsten-schneider,49,Ist er doch schon!,data/txt/17017.txt,poi,spd
2349762,17,17,0,Uwe Beckmeyer (SPD),Uwe Beckmeyer,uwe-beckmeyer,50,"Ich glaube, das haben die deutsche Verkehrswirtschaft und die deutsche Bauwirtschaft nicht verdient. Wir alle wollen Taten von Ihnen sehen.

Wenn man sich dem Haushaltsentwurf, den Sie hier vorgelegt haben, zuwendet, muss man feststellen: Im Großen und Ganzen ist das der Haushalt von Tiefensee, der mit einigen Umschichtungen, verschiedenen Änderungen bei Verpflichtungsermächtigungen und einer großen globalen Minderausgabe, auf die ich noch eingehen werde, versehen wurde. Insofern ist die Ausstattung - da stimme ich Ihnen zu - noch recht ordentlich. Zusammen mit den Investitionsmitteln aus den Konjunkturprogrammen - Sie haben die Zahlen genannt - liegt einiges auf dem Tisch. Nur, das ist nicht Ihr Verdienst. Das sind die Ergebnisse der Gespräche zwischen Tiefensee und Steinbrück.

Wenig akzeptabel ist die von Ihnen vorgesehene Deckung der wachsenden Ausgaben für Wohngeld. Statt eine Gegenfinanzierung aus dem Gesamthaushalt durchzusetzen, haben Sie sich von Herrn Schäuble eine globale Minderausgabe von 100 Millionen Euro in den Einzelplan 12 drücken lassen. Das ist ein ungedeckter Scheck, Herr Minister, der gegen andere Maßnahmen ausgespielt wird. Fangen Sie bitte nicht so an; denn Wahrheit und Klarheit des Haushaltes entsprechend der Bundeshaushaltsordnung sieht anders aus.

Sie haben nichts zu der 2-Milliarden-Euro-Sperre des Bundesfinanzministers bei den Mautmitteln gesagt. Auch da: Fehlanzeige. Kurz gesagt: Das Neue an Ihrem Haushalt ist nicht wirklich gut, und das Gute daran ist nicht neu.

Doch was kommt dann? Die deutsche Verkehrswirtschaft befürchtet, dass, nachdem die neue Bundesregierung die Spendierhosen für völlig überflüssige sogenannte Wachstumsimpulse angezogen hat, für wirklich sinnvolle, die Wirtschaft stimulierende und unterstützende Maßnahmen kein zusätzliches Geld da ist.

Sie selbst waren im November bei der sogenannten DEHOGA-Sause in der Deutschen Parlamentarischen Gesellschaft zugegen und hatten, wie man dem Tagesspiegel vom Mittwoch entnehmen konnte, ein Geschenk dabei. Sie sagten, das Steuergeschenk für die Hoteliers sei die „erste Milliarde“, und Sie versprachen der 50-jährigen DEHOGA-Hauptgeschäftsführerin:

Die nächste Milliarde kommt dann nicht erst zum 60.

Das brutale Kontrastprogramm zu Ihrer Spendiermentalität findet sich in Ihrem eigenen Haushalt. Man fragt sich, ob Sie es wirklich nicht wissen oder schlicht verdrängen, weil Ihnen die CSU-Spendenkasse wichtiger ist.

Mit dem Haushalt des Jahres 2011 werden die Konjunkturprogramme auslaufen, ist eine Absenkung der Investitionslinie abzusehen, wird es zu steigenden Einnahmeausfällen bei der Lkw-Maut kommen, wird es einen wachsenden Druck zur Ausgabenreduzierung durch Schuldenbremse und Haushaltskonsolidierung geben, müssen Ihre Spendiermilliarden bezahlt werden, wird es einen weiteren Investitionsbedarf bei Infrastrukturprojekten im Bereich des Neu- und Ausbaus geben und wird es einen steigenden Investitionsbedarf beim Erhalt von Verkehrsinfrastruktur geben. Außerdem müssen Sie - das haben auch Sie gesagt - mehr Haushaltsmittel zur Verfügung stellen, um der immer noch wachsenden Nachfrage beim CO2-Gebäudesanierungsprogramm nachzukommen.

Als wäre die Situation nicht schon anstrengend und angespannt genug, treiben Sie von der Koalition mit Ihrer Steuersenkungsorgie die Schulden weiter in die Höhe und machen die Lage damit noch komplizierter. Vor diesem Hintergrund, Herr Minister, sind Ihre Zahlen der mittelfristigen Finanzplanung reinste Makulatur. Darum fordere ich Sie im Namen meiner Fraktion heute klipp und klar auf, bereits während der Haushaltsverhandlungen zum laufenden Haushaltsjahr 2010 eine aktualisierte mittelfristige Finanzplanung vorzulegen, damit wir in Deutschland wissen, wohin die Reise geht.",data/txt/17017.txt,speech,spd
2349763,17,17,0,,,,51,Beifall bei der SPD,data/txt/17017.txt,poi,
2349764,17,17,0,Uwe Beckmeyer (SPD),Uwe Beckmeyer,uwe-beckmeyer,52,"Ich bin im Übrigen gespannt auf die Anträge aus den Regierungsfraktionen, insbesondere auf die zahlreichen Kürzungsanträge aus den Reihen der FDP à la 2009, in denen zum Beispiel die Streichung der Mittel für die Stelle eines Parlamentarischen Staatssekretärs",data/txt/17017.txt,speech,spd
2349765,17,17,0,,,,53,Heiterkeit bei Abgeordneten der SPD,data/txt/17017.txt,poi,
2349766,17,17,0,Renate Künast [BÜNDNIS 90/DIE GRÜNEN],Renate Künast,renate-kunast,54,Welchen nehmen wir?,data/txt/17017.txt,poi,gruene
2349767,17,17,0,Uwe Beckmeyer (SPD),Uwe Beckmeyer,uwe-beckmeyer,55,"oder die Absenkung der Mittel für Dienstreisen, für den Geschäftsbedarf und für die Öffentlichkeitsarbeit beantragt wird.

Herr Minister, noch ein Wort zu Ihnen: Tun Sie was! Fangen Sie mit Ihrem Job wirklich an! Beginnen Sie das Regieren! Wir brauchen eine planvolle, konzeptionell wirkungsvolle Verkehrs- und Baupolitik. Kümmern Sie sich um die Stabilität und die Verstetigung der Infrastrukturfinanzierung! Welches Verkehrssystem ist mit welchem Finanzmittelrahmen leistbar? Welche kostenneutralen Effizienzsteigerungen sind möglich? Welche Vernetzung der Verkehrsträger schwebt Ihnen vor? Wie steht es um die Verstetigung der ÖPP-Projekte? Wie ist der Stand beim Schienenbedarfsplan? Wie sieht die Priorisierung der Verkehrsinvestitionen aus? Was macht der neue Bundesverkehrswegeplan? Wie geht es mit der Harmonierung bei der Bahn und beim Transportgewerbe weiter? Wie steht es um die Mautklage der Bundesrepublik Deutschland?",data/txt/17017.txt,speech,spd
2349768,17,17,0,,,,56,Beifall bei Abgeordneten der SPD,data/txt/17017.txt,poi,
2349769,17,17,0,Uwe Beckmeyer (SPD),Uwe Beckmeyer,uwe-beckmeyer,57,"Auch dazu haben wir am heutigen Morgen nichts gehört. Stattdessen machen Sie neue Ankündigungen zum ländlichen Raum. Was macht die Umsetzung der Maßnahmen aus dem Masterplan Güterverkehr und Logistik? Was macht die Mobilitäts- und Kraftstoffstrategie?

Ein Wort zum Schluss.",data/txt/17017.txt,speech,spd
2349770,17,17,0,Otto Fricke [FDP],Otto Fricke,otto-fricke,58,Was habt ihr uns hinterlassen!,data/txt/17017.txt,poi,fdp
2349771,17,17,0,Karl Holmeier [CDU/CSU],Karl Holmeier,karl-holmeier,59,Sie können doch noch nicht am Ende sein!,data/txt/17017.txt,poi,cducsu
2349772,17,17,0,Uwe Beckmeyer (SPD),Uwe Beckmeyer,uwe-beckmeyer,60,"Ich lese in der Süddeutschen vom 19. Januar dieses Jahres, es gebe Lohndumping bei der Bahn. Mein ganz persönlicher Wunsch lautet: Kümmern Sie sich als Verkehrsminister darum, dass es kein Lohndumping bei der Deutschen Bahn gibt!",data/txt/17017.txt,speech,spd
2349773,17,17,0,,,,61,Beifall bei der SPD sowie bei Abgeordneten des BÜNDNISSES 90/DIE GRÜNEN,data/txt/17017.txt,poi,
2349774,17,17,0,Uwe Beckmeyer (SPD),Uwe Beckmeyer,uwe-beckmeyer,62,,data/txt/17017.txt,speech,spd
2349775,17,17,0,Vizepräsident Dr. h. c. Wolfgang Thierse,Dr. h. c. Wolfgang Thierse,wolfgang-thierse,63,"Herr Kollege, Sie müssen bitte zum Ende kommen.",data/txt/17017.txt,chair,
2349776,17,17,0,Uwe Beckmeyer (SPD),Uwe Beckmeyer,uwe-beckmeyer,64,"Ich komme zum Schluss, Herr Präsident. - Merken Sie, ich mache mir Sorgen um die Verkehrspolitik in Deutschland.

Zum Schluss frei nach Erich Kästner ein Wort zum neuen Jahr: „Wird es besser, wird es schlimmer?“, fragt man alljährlich. Seien wir ehrlich: Unser Leben wird bei dieser Bundesregierung lebensgefährlich.

Herzlichen Dank.",data/txt/17017.txt,speech,spd
2349777,17,17,0,,,,65,Beifall bei der SPD,data/txt/17017.txt,poi,
2349778,17,17,0,Zurufe von der CDU/ CSU und der FDP,e von der CDU/ CSU und der FDP,e-cdu-csu-und-der-fdp,66,Oh!,data/txt/17017.txt,poi,cducsu:fdp
2349779,17,17,0,Uwe Beckmeyer (SPD),Uwe Beckmeyer,uwe-beckmeyer,67,,data/txt/17017.txt,speech,spd
2349780,17,17,0,Vizepräsident Dr. h. c. Wolfgang Thierse,Dr. h. c. Wolfgang Thierse,wolfgang-thierse,68,Das Wort hat nun Claudia Winterstein für die FDP-Fraktion.,data/txt/17017.txt,chair,
2349781,17,17,0,,,,69,Beifall bei der FDP sowie bei Abgeordneten der CDU/CSU,data/txt/17017.txt,poi,
2349782,17,17,0,Vizepräsident Dr. h. c. Wolfgang Thierse,Dr. h. c. Wolfgang Thierse,wolfgang-thierse,70,,data/txt/17017.txt,chair,
2349783,17,17,0,Dr. Claudia Winterstein (FDP),Dr. Claudia Winterstein,claudia-winterstein,71,"Herr Präsident! Meine sehr verehrten Damen und Herren! Sehr verehrter Herr Beckmeyer, ich finde Ihre Aufzählung der Projekte, die noch bearbeitet werden müssten, schon bemerkenswert und frage mich: Was haben Sie eigentlich in den letzten zehn Jahren getan?",data/txt/17017.txt,speech,fdp
2349784,17,17,0,,,,72,Beifall bei der FDP und der CDU/CSU,data/txt/17017.txt,poi,
2349785,17,17,0,Uwe Beckmeyer [SPD],Uwe Beckmeyer,uwe-beckmeyer,73,Viel!,data/txt/17017.txt,poi,spd
2349786,17,17,0,Dr. Claudia Winterstein (FDP),Dr. Claudia Winterstein,claudia-winterstein,74,"Ich glaube nicht, dass das alles Themen sind, die plötzlich neu zu behandeln sind.",data/txt/17017.txt,speech,fdp
2349787,17,17,0,Uwe Beckmeyer [SPD],Uwe Beckmeyer,uwe-beckmeyer,75,Nichts Neues!,data/txt/17017.txt,poi,spd
